Humidity (%),Temperature (C),Light Levels (lux),Commands,Time of Day,Day of Week
34.652416795271826,22.408162541337298,60736.78232335732,tv_off,16:45,Sat
39.76123785528706,25.605233521193554,97755.00672311005,ac_off,21:30,Wed
26.42762631586393,17.817465336936756,112339.56498611959,ac_off,02:00,Thu
20.53329387067998,76.35015533174703,61622.1440090124,ac_on,09:49,Sat
48.303969755889,53.01593880333374,114033.50683336884,ac_on,00:52,Sun
26.853375606760732,72.7398729877027,64282.67645472358,ac_off,23:45,Thu
28.746166489725013,67.37928205131786,47302.859351988955,light_off,21:00,Thu
65.67560634745571,31.747997457330214,101784.37542634745,ac_off,23:45,Tue
96.85373316998923,70.62490820277402,59157.92525497069,light_on,03:00,Sat
60.363720055937506,29.38089975376966,56628.30126774276,ac_off,00:00,Fri
7.697946706496628,16.482056509702577,58837.498729179395,light_off,05:15,Wed
7.558361385406698,34.57272533073543,101614.20022436944,ac_off,12:45,Wed
95.1423220845566,0.9603603084082764,99832.98500256626,ac_off,11:15,Sun
29.729079030733363,6.641274762737844,48422.39909282534,tv_off,23:39,Mon
9.206698608247542,7.4381161871324935,39995.983184463,tv_off,08:15,Tue
59.90445871503815,59.44850109823152,59031.36288469551,light_on,03:08,Sat
62.36487782902661,2.810399203230716,68732.70116845309,ac_off,16:13,Tue
64.85048201186882,6.287858837514307,28600.465275359635,ac_off,17:15,Thu
26.74020278575413,25.123529978989822,95274.61016587088,ac_on,22:56,Mon
1.5110684214475034,23.08909300302848,58377.93188789074,tv_off,19:15,Wed
96.50153694544719,56.26363769048476,40085.46581039515,light_on,11:00,Fri
25.089304569110247,31.0539227584275,12818.519155678874,ac_off,09:45,Tue
67.60262880525475,78.42643239206208,28661.41924843283,light_on,18:03,Wed
70.66298698787095,52.66937231559889,113913.74061071804,ac_off,21:20,Wed
61.00074170794857,16.15411821589931,36611.96241834319,ac_off,16:15,Mon
31.290739421364822,39.33734594516771,20263.114724044237,ac_off,20:00,Fri
27.109625376406576,57.855371414580105,55280.73499859918,light_on,03:45,Wed
59.76682827027031,44.82288126171406,36850.529203229846,light_off,05:56,Fri
86.60956336116915,47.48086016491848,4219.110032543298,light_on,13:35,Sat
94.67337289233956,52.55244160231349,38777.42607353007,light_off,14:45,Sat
10.590580440375764,31.114641791909158,65293.03487273623,ac_off,21:45,Thu
15.482861259771985,3.0158874253127124,66205.48464239603,ac_off,18:45,Tue
94.47362587830797,26.095712856984434,42787.07054122665,ac_off,05:00,Tue
73.65352283347926,63.572411105071225,53676.330750312074,light_off,03:09,Thu
88.29938248297731,34.79577521930695,115862.15018817197,ac_off,07:45,Wed
20.263263413534315,0.29223701768209764,45281.817267637394,tv_off,18:30,Tue
58.758587110940184,32.372997965677165,30987.217591197958,ac_off,07:15,Sat
70.11395944174737,2.6821213941205357,29216.045288011213,light_off,17:30,Tue
68.01118854469726,0.978001356790358,54931.753524496096,ac_off,02:30,Wed
40.81516908666981,47.55274140056768,91142.41784603329,ac_on,13:15,Sun
1.5394891691308477,36.50689656262557,24718.582102616783,light_off,09:00,Wed
58.29260568042631,66.46552910915918,85115.53525689217,ac_on,18:00,Thu
25.310153917960875,16.665791019433918,2537.9788019299544,light_off,14:45,Mon
45.02542461428904,25.648690487403798,50271.95735807352,ac_off,08:45,Thu
95.75810150838173,45.589374466759395,93103.80782433442,ac_off,15:00,Sun
39.903531764243475,51.29420583402769,40647.954692931766,light_on,02:30,Tue
83.98016066644267,27.353263708339554,67648.45217344793,ac_off,17:45,Tue
18.854060574925114,52.516061594547324,24597.507939109295,light_off,01:30,Wed
67.24604980250288,19.255471563726886,89039.44693514067,tv_off,22:15,Mon
97.70069544389435,22.72793952583929,6273.492392251154,ac_off,18:45,Wed
10.189310087293679,11.304922203025953,102305.11738506005,ac_off,01:15,Wed
0.8319942227192012,36.94970479070858,23783.566370600176,light_off,04:30,Sun
43.35827926326144,27.053028760803464,104927.76380499969,ac_off,05:46,Mon
9.26254830513672,36.22849771759189,42303.508956062076,ac_off,16:15,Sat
74.83843496762313,36.36924935165365,86722.0289369384,ac_off,07:45,Mon
91.45486638485589,2.2772822708408,38307.035734342615,light_off,14:00,Sun
43.402097270875885,21.02848293976433,108709.4005481577,tv_on,00:30,Sun
25.871164215544095,68.90797687113117,15196.455062204923,light_off,04:45,Mon
43.44033190066098,10.084932502135008,21422.374712711844,light_off,20:15,Fri
72.3447817850001,9.24595076427557,59163.61501905628,light_off,07:00,Fri
0.9054161580370979,50.66613662516585,9832.612684577536,light_off,03:51,Fri
58.945398948469716,12.544220141005304,23517.622164211432,ac_off,04:45,Thu
61.329168488737906,30.76241082054484,113251.96586544173,tv_off,23:45,Thu
63.76882468959355,5.229825650347834,117178.75933774647,ac_off,00:00,Sun
24.202207998087722,20.65344552951947,45151.11951965063,light_off,01:00,Wed
71.40527233781268,71.56371828110876,110794.32252167228,ac_off,02:30,Fri
9.13914863317764,56.97444554773003,65378.96108081181,ac_off,17:15,Fri
19.92703364668008,36.008450781250815,32369.095904852045,light_off,22:55,Tue
87.74700466544819,64.57527082252612,84287.84652967184,ac_on,21:47,Thu
73.87231507265663,56.44064922789373,79068.21678898287,ac_on,22:04,Fri
1.3745554011345251,17.6115929336757,118695.038293048,light_off,00:00,Wed
24.83762603698002,67.10707981879733,31805.674489113997,light_on,13:15,Thu
21.440648299316457,24.72106902987808,80647.14031940825,tv_off,01:06,Mon
27.080632803697256,56.8928186196875,6242.850603533628,light_off,05:53,Sun
24.755977027988642,67.5309559908192,13637.52464360633,light_off,00:30,Sat
6.252629574284574,1.8395830033763332,470.2049941311914,ac_off,00:30,Wed
45.894051659682034,26.79376905667879,119935.28172716078,ac_off,06:30,Tue
73.27334747861651,12.647780494966998,96272.84365769733,ac_off,00:00,Fri
60.67317247174364,11.252934635150758,94406.7617680249,ac_off,13:15,Sat
67.28716685980798,58.16177191069917,61167.129034581565,ac_off,22:24,Sat
8.114917853623915,63.287669990761216,36008.04994865279,light_off,21:27,Fri
95.14907101767872,39.16574433625711,18151.71413552111,ac_off,17:45,Mon
83.84918338430248,21.289676309307886,34160.968661575636,tv_on,04:45,Sun
80.50903184956627,10.089320377853483,45116.5466314967,ac_off,04:45,Mon
82.29838050417675,13.347062743512371,90757.2116376353,ac_off,05:00,Sat
93.27105081327613,25.616155919958064,64759.41466837829,ac_off,19:00,Sun
54.42539661136977,0.5138205684353565,9298.035186657922,tv_off,11:15,Sat
20.02820178676259,73.1491644695023,2163.4810750694687,light_on,17:45,Sun
61.678360785254114,1.2156481575093707,12279.861544087578,ac_off,22:44,Wed
74.2881493667939,22.25487460920393,49259.84564368552,tv_off,21:45,Thu
73.79173933540254,44.362275067421336,111983.1500458822,ac_on,02:30,Sat
52.14490241668801,3.635552285515274,76488.2977451066,light_off,17:30,Fri
6.845871933357806,76.61384992651529,96219.10798506181,ac_on,09:30,Mon
37.11129384301278,75.49367539305335,55964.95134054583,light_off,03:30,Mon
92.07666084633573,9.786124500956301,43399.929983405134,tv_off,20:01,Sun
58.4448909757426,19.669820707086252,13008.044725994727,tv_off,17:00,Wed
53.83319432557134,3.8946028219876396,105111.9626623446,ac_off,14:45,Mon
26.885351438219352,5.819140674703888,93979.20348334833,ac_off,02:30,Sat
36.84489199165789,35.57356631745606,20174.171711727013,ac_off,16:15,Sat
89.53460891531692,33.14772007758762,61471.26766515126,ac_on,23:15,Wed
66.64630475268358,20.32148278746338,58484.97695054938,tv_off,07:45,Fri
78.73870267523328,33.82254985000128,75010.98632238344,ac_off,10:30,Sun
45.434542306765515,6.562424291606625,113542.42727895135,ac_off,22:30,Mon
63.024721945615795,68.99190631599845,69572.57301149756,ac_off,00:15,Thu
24.838360874320752,11.252573119963309,64826.072013434234,ac_off,11:43,Mon
70.54608302834863,22.61261534905323,6038.751952159673,ac_off,19:00,Sun
42.76013337033373,18.734331233307564,7548.897122162872,light_off,01:45,Tue
44.25455148147456,78.27805449327208,22481.614959214665,light_on,13:45,Mon
64.93223245768817,10.953367418619951,3896.4926030097936,light_off,01:15,Sun
93.62806214689266,40.65626568870543,89202.34746840148,ac_on,09:15,Sat
6.400634660862092,51.39435383944611,86799.63647927558,ac_off,18:30,Mon
82.47432373470076,11.483494720912041,16326.748131797152,ac_off,09:45,Sat
29.238311041219312,47.38596183342315,100329.46809543371,ac_on,15:30,Tue
44.391945450637785,4.133975926310384,18574.324181533437,ac_off,19:00,Thu
2.1913328775008956,35.87669967122953,36141.070439683055,light_on,02:45,Tue
30.1046077834313,36.023565291307364,29877.2278993638,light_off,20:15,Mon
50.26312426301305,24.292962088971024,44676.851828765735,tv_off,11:39,Mon
5.617607734743901,29.165227593471002,30559.651906795425,ac_off,23:00,Tue
49.10957293831652,60.23629947070856,58674.11117261425,light_on,07:45,Mon
92.71106288584274,1.506392203391698,48888.94576256225,light_off,15:00,Tue
10.539321810780521,17.617778752017493,118388.33889351919,ac_off,15:00,Sat
76.44407280755044,35.106983013428334,6711.16201538708,light_off,02:45,Sun
40.967105337599264,30.907153182589013,17061.765166482193,light_off,18:43,Sun
65.5173714524338,41.30772342107389,6339.107269032298,light_on,12:54,Sat
26.023659798522935,38.009460528657264,75100.94339788509,light_off,20:45,Thu
15.949226254135828,21.451166995913717,6541.11328964635,tv_off,13:45,Sun
16.046261427122644,12.820506976247444,100372.7684851348,ac_off,19:00,Mon
7.049194564314465,37.42073484913398,61432.635681831336,ac_off,13:45,Tue
18.564670490124303,19.076028519401028,63240.91494978405,ac_off,21:30,Fri
66.42193849889682,42.91252857229591,67391.3409254633,ac_off,21:15,Fri
88.16906118435081,6.408241556064489,20497.64475674529,tv_off,05:00,Sun
81.41256855911618,72.40759864840814,23722.836373738504,light_off,11:00,Sat
68.51343098744842,23.49748670248081,38258.07874476056,ac_off,11:45,Mon
11.043186341110268,0.9279621260310194,71219.56989862217,ac_off,18:15,Thu
28.918744629594983,26.383177451129313,25214.133112825744,ac_off,12:30,Fri
30.980687532246897,70.96323419342754,13959.807255991347,light_off,03:06,Thu
24.99569463976212,65.28072240571773,116414.02637021187,ac_off,11:30,Sun
51.50056597097231,9.047004674181327,2637.8177771547494,tv_off,14:00,Tue
53.55538148796726,39.19808552410149,96323.6886403226,ac_off,22:00,Sun
35.68859751711102,58.066664024145894,94564.21794900265,ac_off,15:53,Tue
35.3789158736436,26.62409739193548,35665.69366141152,light_on,19:15,Sun
82.85555979060814,23.558069402720776,16275.19392087761,light_off,22:30,Sat
78.92928483196856,10.9777250919458,17475.43760465081,ac_off,06:00,Mon
30.779583168074566,28.827667863292096,83691.7940684631,ac_off,08:22,Sat
91.37884438732593,67.66589095439922,77136.79093034084,ac_off,15:28,Fri
95.2815017002506,68.05016685959966,93929.48091016641,ac_on,05:00,Fri
32.67425420300408,35.97217487279215,112497.74068789255,ac_off,03:00,Sat
35.442494879305485,0.6835749258440842,83031.28359199104,ac_off,01:45,Sun
50.56341534219588,1.9051489535193085,18702.184386173216,ac_off,21:00,Sun
94.11208125336735,47.11468146442873,29213.11401184928,light_off,05:45,Tue
87.63194331423115,67.65323119430926,101063.24770477375,ac_on,14:45,Wed
10.25679625835898,66.45037091181408,25116.72910010503,light_off,09:30,Sat
39.27307432714162,53.58506550291486,8702.67803453777,light_on,13:00,Thu
55.33711897497719,37.043797538514525,84393.60648507005,ac_on,00:30,Tue
50.313247255154,29.90320420059414,48303.16265881705,ac_off,03:36,Tue
19.38630679368927,20.60455430864635,110404.80630550843,ac_off,08:15,Wed
85.88167711681547,67.82650262324951,78030.60853123938,ac_off,19:15,Tue
67.69407829968374,32.771487159150794,10850.27733499929,light_on,21:30,Wed
83.79083748518036,38.89635380600444,113742.78807043929,ac_off,09:00,Sun
85.87642793494722,27.82341485607615,31026.871636829506,tv_off,20:45,Sat
74.83558536657398,39.6202122929667,40465.498848754294,light_on,12:44,Mon
43.92106012497173,39.39260993845376,48271.249642025046,ac_off,13:45,Fri
61.054675501542455,20.70303382990016,6146.91556851759,ac_off,09:30,Sun
16.036540611974313,25.84805472399033,59581.85066767258,light_on,13:15,Wed
67.36454174749078,43.02742372312319,14798.218929035069,light_off,21:15,Tue
17.925325573928074,38.23535114031206,48116.43920260221,light_off,01:00,Sun
69.39495905101568,13.087682864732827,42085.174559050116,ac_off,09:00,Sat
22.959816075396866,45.4615065617043,92740.8100111804,ac_off,06:00,Sun
11.755130015021997,11.530109500383993,96380.46139592773,tv_off,06:30,Fri
16.52844901429574,0.9520362208878765,18409.54588669056,ac_off,19:00,Thu
0.1992135219070268,49.5789686141629,43986.142485507145,light_off,22:45,Mon
71.87396178535302,37.955947885665765,44802.379323819805,light_on,07:40,Thu
73.24010490583791,61.906809259301355,18169.253272330207,light_off,00:00,Tue
51.493334991325945,38.9135470760412,95814.42060614286,ac_on,05:42,Tue
16.13628010553837,28.19703240025659,84867.3994002508,ac_on,07:15,Wed
8.355433751068976,28.759027860628905,22845.81435564417,ac_off,11:45,Sun
1.912896643728701,4.125896367132022,44006.629031255885,ac_off,03:00,Sat
16.57481769652207,8.175715878192946,12696.602982781706,ac_off,15:26,Thu
89.08555349831467,10.721242794509969,75384.79165116527,ac_off,23:15,Fri
24.153684170168177,76.76126657029347,14564.63094583436,light_on,17:30,Sun
35.42713272172156,7.171726960011249,118312.10023499014,ac_off,07:29,Mon
10.534548448133318,67.04558662125359,93681.84896254347,ac_on,23:00,Tue
22.236130474817028,35.73663511967155,46828.62595007941,light_on,17:36,Sun
51.922457078020514,55.377356424997814,69427.67187352253,ac_on,14:15,Tue
60.775268309565256,20.316451172623054,109361.01794596906,tv_off,02:45,Sun
24.535231416621105,29.22846615516309,66491.91364749914,ac_off,11:30,Tue
5.773215922511721,19.102123258263667,20939.818367754622,light_off,14:14,Wed
39.10328691273987,16.57084146423466,45444.40266973912,tv_off,13:15,Fri
23.420337092633414,46.694253831380635,101177.38380356945,ac_off,21:00,Sun
21.955392322980195,6.307316507097305,77305.56191875415,tv_off,13:45,Fri
95.98628027134552,37.08208402822554,78086.92612005604,ac_off,02:45,Tue
61.63004859257241,37.456675508860144,104018.5782826187,ac_on,08:45,Wed
55.68784431720959,18.746718471154125,107276.76689550056,ac_off,12:15,Tue
41.57751035233219,72.85503012234972,110375.10861353236,ac_off,19:54,Sun
42.89443334301443,74.47142924031048,11381.903190378733,light_off,16:32,Tue
54.090500383808084,69.78372682645383,65295.12023557211,ac_on,00:30,Wed
69.64298070361072,4.419044030653325,88861.14254619823,tv_off,06:45,Mon
70.21460961818295,38.14520601653591,90831.22141524166,light_off,00:14,Tue
17.169390770544958,71.39822751052705,72805.94423640046,ac_off,02:00,Tue
50.0112752076627,11.382097798077723,20014.4802220409,tv_off,12:00,Sat
41.195809503410196,75.99857828524034,95690.46647299972,ac_off,03:30,Sun
87.05269662693841,75.63439725071034,86413.36002179349,ac_off,06:30,Tue
63.14189212183764,62.36113465608321,10336.292585884356,light_off,14:00,Sat
53.25040664159818,4.666132951649715,55657.17896092515,tv_off,06:15,Sun
11.539464217891737,6.211727432231029,20877.28794261643,light_off,17:45,Sun
60.56378893234115,62.13640058202283,40497.245485556625,light_off,20:15,Tue
11.720390568023342,1.969359381246683,2169.731064682252,tv_off,04:00,Sat
33.720657556575205,19.6608703976689,48039.58420929099,ac_off,03:06,Wed
14.284196481433186,26.816151495002018,65985.23053874525,ac_on,10:45,Mon
69.20736470243689,72.33857289929372,74349.91113925041,ac_off,05:30,Sun
20.62521138361526,43.523575600996764,79618.8414154452,ac_off,19:15,Mon
39.1859373188026,28.40734041072379,100354.9575722952,ac_off,22:00,Sun
89.56747776187787,28.338820747507775,25855.548873087602,ac_off,02:45,Fri
20.431638339897027,33.80086720390037,14457.818692616152,light_on,16:15,Sat
50.780506395877914,78.80646201251159,102184.46062775108,ac_off,17:15,Sat
41.9271661166022,23.189918171617116,18793.537787117988,ac_off,23:45,Sun
1.8124041045729733,22.199558283648408,116971.20976034344,tv_on,03:30,Tue
79.27581135728128,65.28476863135465,101104.58752783644,ac_on,16:53,Sun
6.904590631459973,48.892234130504534,60105.1927067519,ac_on,01:15,Fri
47.42550209769536,43.64188891943216,117770.57099064303,ac_off,17:30,Fri
56.06782949389499,44.298090078453114,11685.207492960506,light_on,18:00,Sat
62.842645661458704,3.13893814637062,36367.8913410122,tv_off,23:54,Wed
68.86316293078755,4.768978688260795,76586.92980487338,ac_off,18:55,Fri
25.327238352271507,57.12333865742164,42000.824216781446,light_off,11:00,Mon
0.9978776658449373,57.21360736150169,111404.70623769502,ac_off,07:26,Fri
72.3443662354912,64.04867822961245,7875.130581338108,light_on,04:00,Wed
53.56565993475786,69.58886630677655,65929.41984731574,ac_on,05:30,Wed
83.61177032072487,21.361087863312534,70903.95208741374,tv_off,08:45,Fri
82.13883629006943,20.181955362463952,78327.3748532669,tv_on,05:00,Thu
84.33261677878832,55.79542147601302,30679.94679981773,light_off,14:00,Wed
48.50946599795402,37.995671693331815,43747.97130238373,light_on,02:00,Sun
33.362839583686565,44.2360252709244,101241.66355979732,ac_on,16:00,Sun
79.155820259137,55.49512033233212,23393.13227641918,light_off,14:30,Thu
45.12941130292549,66.80064101810795,99224.14166080345,ac_off,21:30,Sun
18.34421964034345,0.5594188221842984,67518.65074832909,ac_off,13:45,Tue
85.49740195614743,5.069954316793279,91462.50134328986,ac_off,08:45,Tue
88.25598767723473,28.72216721909572,85632.88395161659,tv_off,05:15,Wed
46.63097561401701,29.393616919540875,24901.37944618548,light_on,19:30,Sat
7.569972730978747,35.68692714439095,68257.52837206474,tv_off,01:00,Thu
38.782608991693124,15.87176217589522,104126.77833661108,tv_on,20:15,Tue
80.35376594626034,25.117356164909197,51853.94841623152,light_off,17:00,Thu
90.17740285462287,5.615049744605869,115990.892426798,ac_off,23:00,Thu
20.347274249759582,30.899991268281298,54265.81201220617,light_off,23:15,Thu
6.697361202527152,36.339970007314065,17134.276400146162,ac_off,17:45,Sat
87.73504531328386,35.51821735009427,46732.161609320785,tv_off,20:15,Tue
38.94049389788753,58.71206727915899,114204.28876686445,ac_off,08:15,Tue
54.176096426756324,3.222876969351546,38366.50192078251,ac_off,07:00,Mon
96.80658120507589,24.752738481773825,104171.77918404754,ac_off,03:45,Sun
6.656472791422285,22.669191206576528,105750.08180182677,tv_on,16:09,Wed
64.83180074520956,52.399226371833294,42022.38291983533,light_off,13:00,Tue
7.410542257486707,14.101476700378818,9990.918966075855,tv_off,07:30,Sun
37.54689284665004,34.74685709828003,86946.94909905818,ac_off,21:00,Sat
80.38145451934467,29.75830420074784,37381.47588167832,ac_off,06:30,Sun
43.34722327556344,33.79819345976708,93950.83371090869,ac_off,17:45,Sun
99.71823539029504,23.762555788177757,53118.58179125197,tv_off,22:15,Sun
55.905928494660216,24.87621459321278,58232.009081114586,tv_on,19:30,Wed
32.11621526359535,36.491588179784785,93349.12880982441,ac_on,07:00,Thu
22.011132590475313,47.13096004671938,45883.59972739535,light_off,05:30,Wed
35.05205342861618,77.10224953550416,53175.28143874974,light_off,10:15,Thu
37.25332737595508,21.956041796143438,45142.85625235466,tv_on,13:45,Tue
6.8713677723960975,1.2452232470504825,44080.86183327359,tv_off,23:00,Sun
36.95741994267732,55.42234337224444,63113.58922817513,ac_on,23:30,Sun
46.423851973922496,7.500129848551097,97055.93334013809,ac_off,10:15,Thu
72.27377522388046,12.676570484676333,43412.19743070791,tv_off,12:30,Fri
65.6729484721608,30.585234238928084,62910.566464528405,ac_off,12:15,Thu
70.87656552291543,36.9579107901451,80487.2790531121,ac_off,04:20,Sat
0.8363681876857099,75.517809761351,32332.7335564386,light_off,07:48,Sun
21.766739958053606,60.3176144614647,33302.73658828711,light_off,18:15,Tue
66.16842883998565,43.516904731243756,112009.57524281458,ac_off,18:30,Sun
48.398936817974715,9.074353329712388,86824.14879973064,ac_off,13:00,Fri
0.5313475668345946,19.204681591498506,69262.40114679707,ac_off,07:15,Fri
80.44946424318223,21.227554879469675,77726.40653047344,ac_off,09:00,Sat
77.28095732903374,9.97085222024856,3515.933172410204,ac_off,21:49,Sun
54.841916299356264,25.907199764734457,74172.35586740362,ac_on,21:45,Thu
6.646332577627212,45.751510724007474,61141.06478690423,ac_off,01:30,Sat
76.65150495325847,39.223685206127755,65489.96157353228,ac_on,03:21,Thu
58.37135877313639,6.407932366486861,43130.85921969805,ac_off,20:48,Thu
78.19599771579591,74.5838336795833,9776.867725553027,light_on,00:30,Tue
75.17469923958404,48.547630003492216,23200.708033446263,light_on,08:00,Fri
80.30020719578371,26.522486301368076,114089.3655855206,ac_off,17:00,Tue
51.80080664046248,33.406489548122266,49043.947472512074,light_on,08:00,Tue
14.032451819351499,10.352007491334788,56001.9786997037,ac_off,03:30,Sat
67.11574733796887,10.272281259861103,6325.174782412679,ac_off,02:30,Tue
62.04737850519706,2.7167214381513887,4507.9475452776705,light_off,07:22,Sun
74.22531871990871,50.941533255724295,86061.77364561093,ac_off,18:15,Mon
16.98810060507353,38.27278136442929,64571.359694533356,tv_off,00:45,Tue
19.497519990028923,26.071283139170053,61044.718105952,tv_off,12:56,Mon
89.04095172193284,34.47968295738967,29174.94365072024,light_off,09:06,Tue
74.99777984520708,35.11254372172358,89370.08779559066,ac_off,10:00,Mon
90.82284887003229,62.655270081320865,20188.389493019025,light_off,07:15,Wed
75.87153211639207,44.43894312560285,22792.169239322404,light_off,12:15,Mon
59.71553059903019,16.90085949047902,55285.46056179306,tv_on,15:15,Sat
65.41327370278736,28.259900721879823,34353.583453432904,ac_off,01:30,Wed
88.91279239400099,18.99390501401988,29695.557747977564,ac_off,20:00,Sun
57.88067545119405,16.816612493667883,77428.51734639979,tv_off,14:45,Fri
63.239132432838744,19.21577561079818,78116.60942622535,ac_off,06:30,Tue
15.647671600360058,12.062197908556762,98942.04837599151,ac_off,04:45,Tue
47.39212201161027,7.820568127684815,50125.0280367571,ac_off,01:45,Fri
71.6397111958099,33.90201176626597,8770.21092313803,light_on,23:15,Fri
27.09426983163654,36.21123810411726,32839.96619057492,light_on,22:15,Thu
20.22541805245349,34.563518827354656,117600.65558361803,ac_off,01:15,Mon
31.382680822441557,4.9535137551765445,71551.02902792425,tv_off,07:00,Mon
24.150062799283344,35.10318988570836,85168.45017612244,ac_off,22:02,Wed
21.491263703639586,20.376351029610525,882.9395550497443,light_off,04:15,Tue
42.48508428680869,62.77878094259867,62184.6878619025,ac_on,09:30,Thu
90.78385138835341,39.0432357942734,4503.4389038163745,light_on,16:45,Thu
50.705964673871826,20.447868750228437,68307.62545097376,tv_off,15:30,Fri
18.792038081532304,31.531750311948418,110492.50195632904,light_off,01:00,Thu
7.697166938087408,37.09031338475788,116210.29566004894,ac_off,12:30,Mon
69.61561451379252,36.81864273500538,64866.3210466709,tv_off,09:15,Sun
38.279876443638784,30.293069752815597,54984.57663026592,light_on,08:45,Sun
82.18309465853592,72.82762897099491,113402.05130981928,ac_off,14:45,Thu
65.95107686407702,29.056901345105473,80833.17983960341,ac_on,22:15,Thu
79.62414505413685,6.580391144782631,7787.913544609135,tv_off,01:00,Sun
27.194603941844875,37.194586213082374,55887.069320099705,light_off,05:30,Mon
69.2358922461058,14.990346858981994,28829.40221571647,ac_off,20:45,Fri
26.406198469371876,25.474014717912198,56376.518573841786,light_off,00:01,Sat
93.90684794502916,72.97577705318302,54655.86864076341,light_on,04:00,Fri
63.63742815333744,6.332316536092911,69857.37633776905,light_off,04:00,Wed
32.451180017534206,75.34286765886971,42812.45884191015,light_off,20:47,Thu
26.951186229227265,68.64207703472765,19712.453934711368,light_on,04:30,Thu
19.09265850716435,16.505063825284427,60446.332150794755,light_off,17:15,Fri
69.46409588937279,31.676643894980145,99624.34612149144,ac_off,11:15,Sun
21.87156129979273,27.906639834708802,79681.46736811228,ac_off,13:15,Sat
59.53032659274891,37.81338092181403,40604.1439110259,light_off,07:25,Fri
26.463502692535734,28.666844709288593,112262.76273106287,ac_off,20:00,Fri
66.19689447938686,41.96081280996282,109464.90854990185,ac_on,07:00,Fri
81.49397285405392,31.45736218477252,25121.807926091853,ac_off,02:15,Fri
77.80252431446532,1.7229243647486427,4730.110214443557,ac_off,05:32,Tue
76.08513309307817,61.38503731633455,88957.04500209147,ac_off,13:15,Tue
18.772240569225207,37.2073677117009,99313.23136189839,ac_off,20:45,Thu
